Name,team,salary,position,years,height,weight,bloodType,throw.by,batting.by,birth.place,birth.day,背番号,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,防御率,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,league
今宮　健太,Softbank,22e3,内野手,9,172,75,O型,右,右,大分,1991-07-15,2,0.242,83,333,293,71,7,30,4,20,2,56,17,4,0.294,0.372,0.666,3.48,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
松田　宣浩,Softbank,4e4,内野手,13,180,87,B型,右,右,滋賀,1983-05-17,3,0.266,108,439,394,105,26,64,2,39,4,85,0,9,0.337,0.52,0.857,5.98,5.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
川島　慶三,Softbank,7e3,内野手,13,171,73,A型,右,右,長崎,1983-10-05,4,0.262,70,135,126,33,2,11,2,7,0,25,0,2,0.296,0.341,0.638,3.62,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
吉村　裕基,Softbank,4e3,外野手,16,183,88,B型,右,右,福岡,1984-06-14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
中村　晃,Softbank,16e3,外野手,11,176,84,O型,左,左,埼玉,1989-11-05,7,0.286,101,434,374,107,11,45,1,48,3,52,3,2,0.367,0.433,0.8,6.17,6.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
明石　健志,Softbank,1e4,内野手,15,175,67,B型,右,左,北海道,1986-01-09,8,0.167,18,35,30,5,0,2,0,4,1,7,0,0,0.286,0.167,0.452,1.78,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
柳田　悠岐,Softbank,4e4,外野手,8,188,92,AB型,右,左,広島,1988-10-09,9,0.352,102,436,375,132,28,80,19,51,5,87,0,5,0.431,0.664,1.095,10.74,10.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
大竹　耕太郎,Softbank,400,投手,1,184,78,A型,左,左,熊本,1995-06-29,10,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,1,0,0,0,1,79,20.1,17,2,5,0,15,4,4,1.08,3.66,P
中田　賢一,Softbank,8500,投手,14,181,85,O型,右,右,福岡,1982-05-11,11,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72,4,3,0,0,0.571,363,82,75,12,47,3,69,44,43,1.49,5.17,P
髙谷　裕亮,Softbank,3400,捕手,12,179,86,O型,右,左,栃木,1981-11-13,12,0.184,51,41,38,7,1,3,0,1,1,8,1,0,0.225,0.289,0.514,1.97,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
二保　旭,Softbank,1700,投手,10,181,76,B型,右,右,福岡,1990-05-18,13,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,0,0,1,3,0,126,26.2,29,3,14,6,16,17,16,1.61,5.52,P
加治屋　蓮,Softbank,1e3,投手,5,184,85,B型,右,右,宮崎,1991-11-25,14,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29,3,1,0,21,0.75,221,52,55,3,19,2,39,19,19,1.42,3.29,P
東浜　巨,Softbank,9e3,投手,6,182,76,A型,右,右,沖縄,1990-06-20,16,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,3,5,0,0,0.375,286,68,62,13,22,2,63,34,31,1.24,4.81,P
岩嵜　翔,Softbank,13e3,投手,11,189,83,O型,右,右,千葉,1989-10-21,17,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,5,2,0,0,0,0,2,0,0,0,1.12,P
武田　翔太,Softbank,9e3,投手,7,185,86,B型,右,右,宮崎,1993-04-03,18,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66,3,9,0,0,0.25,437,104.1,104,10,30,1,77,59,54,1.28,3.78,P
ミランダ,Softbank,4e3,投手,1,188,86,不明,左,左,キューバ,1989-01-10,19,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88,2,0,0,0,1,53,14.1,6,1,4,0,13,3,3,0.7,3.05,P
寺原　隼人,Softbank,4500,投手,17,179,86,A型,右,右,宮崎,1983-10-09,20,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,0,0,0,3,0,97,19.2,20,0,17,3,15,6,5,1.88,4.65,P
和田　毅,Softbank,4e4,投手,12,179,81,O型,左,左,島根,1981-02-21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
西田　哲朗,Softbank,1200,内野手,9,180,78,O型,右,右,大阪,1991-09-04,22,0.198,48,83,81,16,3,10,3,1,0,27,1,1,0.207,0.346,0.553,2.28,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
城所　龍磨,Softbank,4e3,外野手,15,177,79,B型,右,左,愛知,1985-09-24,23,0.167,41,26,24,4,1,2,3,1,0,9,1,0,0.2,0.333,0.533,2.08,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
長谷川　勇也,Softbank,2e4,外野手,12,180,86,AB型,右,左,山形,1984-12-22,24,0.311,38,68,61,19,4,17,0,5,1,13,0,3,0.368,0.557,0.925,6.65,6.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
田中　正義,Softbank,1450,投手,2,187,87,不明,右,右,神奈川,1994-07-19,25,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.56,0,1,0,0,0,64,13.2,18,6,6,0,15,13,13,1.76,7.95,P
吉住　晴斗,Softbank,800,投手,1,185,83,AB型,右,右,山形,2000-03-12,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
グラシアル,Softbank,5500,内野手,1,187,95,不明,右,右,キューバ,1985-10-14,27,0.349,20,67,63,22,3,9,1,3,1,12,0,2,0.388,0.524,0.912,7.42,7.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
高橋　礼,Softbank,1200,投手,1,188,84,O型,右,右,千葉,1995-11-02,28,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06,0,1,0,0,0,76,17.2,14,1,12,3,9,6,6,1.47,5.38,P
石川　柊太,Softbank,3e3,投手,5,185,88,O型,右,右,東京,1991-12-27,29,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,10,6,0,1,0.625,469,109.1,103,17,38,11,79,51,48,1.29,5.04,P
市川　友也,Softbank,2300,捕手,9,176,81,O型,右,右,神奈川,1985-05-09,30,0.167,25,51,42,7,2,5,0,0,1,11,8,0,0.186,0.381,0.567,2.07,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
栗原　陵矢,Softbank,680,捕手,4,178,75,A型,右,左,福井,1996-07-04,31,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2.92,-2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
塚田　正義,Softbank,1150,外野手,7,177,85,A型,右,右,茨城,1989-07-23,32,0.278,22,42,36,10,3,6,0,4,0,12,2,0,0.35,0.583,0.933,6.5,6.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
増田　珠,Softbank,600,内野手,1,180,82,O型,右,右,長崎,1999-05-21,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
椎野　新,Softbank,800,投手,1,195,87,A型,右,右,新潟,1995-10-10,34,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,8,2,2,1,0,0,1,2,2,1,8.62,P
モイネロ,Softbank,5e3,投手,2,178,69,不明,左,左,キューバ,1995-12-08,35,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08,4,1,0,12,0.8,145,33.2,25,4,21,1,46,19,19,1.37,3.89,P
牧原　大成,Softbank,1200,内野手,8,173,72,A型,右,左,福岡,1992-10-15,36,0.336,35,153,143,48,3,19,5,5,1,21,3,1,0.36,0.469,0.829,6.18,5.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
福田　秀平,Softbank,2800,外野手,12,182,77,AB型,右,左,神奈川,1989-02-10,37,0.277,79,91,83,23,4,8,5,4,1,25,3,4,0.318,0.47,0.788,4.62,4.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
森　唯斗,Softbank,13e3,投手,5,176,94,A型,右,右,徳島,1992-01-08,38,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26,1,4,25,5,0.2,202,47,41,5,18,2,50,18,17,1.26,3.59,P
堀内　汰門,Softbank,500,捕手,4,175,70,O型,右,右,埼玉,1996-09-16,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
小澤　怜史,Softbank,700,投手,3,181,84,A型,右,左,静岡,1998-03-09,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
千賀　滉大,Softbank,12500,投手,8,186,84,A型,右,左,愛知,1993-01-30,41,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23,10,4,0,0,0.714,415,100.1,82,14,44,4,119,36,36,1.26,4,P
松田　遼馬,Softbank,1500,投手,7,184,89,A型,右,右,長崎,1994-02-08,42,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,14,3,2,0,3,0,6,2,2,1.67,2.12,P
江川　智晃,Softbank,1700,外野手,14,180,89,B型,右,右,三重,1986-10-31,43,0.6,5,5,5,3,1,1,0,0,0,2,0,0,0.6,1.4,2,37.98,33.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
バンデンハーク,Softbank,4e4,投手,4,198,105,不明,右,右,オランダ,1985-05-22,44,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,8,7,0,0,0.533,484,112,95,18,53,9,106,63,61,1.32,4.92,P
谷川原　健太,Softbank,600,捕手,3,174,84,B型,右,左,愛知,1997-04-16,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
本多　雄一,Softbank,18e3,内野手,13,174,72,O型,右,左,福岡,1984-11-19,46,0.247,32,96,81,20,1,8,5,7,0,16,5,1,0.297,0.333,0.63,3.54,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
髙橋　純平,Softbank,1470,投手,3,183,83,A型,右,右,岐阜,1997-05-08,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
岡本　健,Softbank,1400,投手,5,177,86,O型,右,右,兵庫,1992-10-29,48,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05,1,0,0,0,1,156,38.1,37,3,15,0,21,13,13,1.36,4.22,P
古谷　優人,Softbank,700,投手,2,175,74,A型,左,左,北海道,1999-02-19,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
攝津　正,Softbank,4e4,投手,10,181,93,O型,右,右,秋田,1982-06-01,50,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16,2,4,0,0,0.333,134,29.2,28,7,18,1,23,19,17,1.55,6.56,P
上林　誠知,Softbank,3500,外野手,5,184,85,O型,右,左,埼玉,1995-08-01,51,0.257,108,465,421,108,17,48,10,21,5,94,15,2,0.298,0.458,0.756,4.85,4.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
五十嵐　亮太,Softbank,36e3,投手,18,178,95,A型,右,右,千葉,1979-05-28,53,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.26,0,1,0,1,0,59,12.2,16,2,7,0,7,7,6,1.82,5.73,P
デスパイネ,Softbank,4e4,外野手,5,175,95,不明,右,右,キューバ,1986-06-17,54,0.238,99,400,344,82,25,62,0,49,4,79,0,9,0.338,0.491,0.829,5.61,5.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
茶谷　健太,Softbank,520,内野手,3,186,85,O型,右,右,神奈川,1998-01-16,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
田浦　文丸,Softbank,500,投手,1,170,75,O型,左,左,福岡,1999-09-21,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
嘉弥真　新也,Softbank,4e3,投手,7,172,71,O型,左,左,沖縄,1989-11-23,57,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,2,1,0,18,0.667,94,25.1,10,1,5,2,23,5,3,0.59,2.65,P
サファテ,Softbank,5e4,投手,8,193,102,不明,右,右,アメリカ,1981-04-09,58,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,5,0,1,25,6,4,0,3,0,9,2,2,1.17,1.62,P
古澤　勝吾,Softbank,590,内野手,4,177,79,B型,右,右,滋賀,1996-09-05,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
釜元　豪,Softbank,600,外野手,7,180,78,B型,右,左,長崎,1993-09-03,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
黒瀬　健太,Softbank,500,内野手,3,181,93,O型,右,右,大阪,1997-08-12,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
甲斐　拓也,Softbank,4e3,捕手,8,170,80,O型,右,右,大分,1992-11-05,62,0.215,98,269,237,51,5,24,2,21,0,61,11,5,0.279,0.321,0.6,2.74,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
笠原　大芽,Softbank,620,投手,6,187,89,A型,左,右,福岡,1995-01-20,63,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,6,1,2,0,0,1,0,1,1,2,6.12,P
真砂　勇介,Softbank,620,外野手,6,185,87,B型,右,右,京都,1994-05-04,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
九鬼　隆平,Softbank,600,捕手,2,180,81,A型,右,右,大阪,1998-09-05,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
松本　裕樹,Softbank,1200,投手,4,182,82,A型,右,左,神奈川,1996-04-14,66,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84,1,0,0,0,1,51,12.2,9,2,4,0,9,4,4,1.03,4.7,P
笠谷　俊介,Softbank,540,投手,4,173,72,AB型,左,左,大分,1997-03-17,67,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.04,0,1,0,0,0,39,7.2,11,1,6,0,4,6,6,2.22,6.12,P
三森　大貴,Softbank,500,内野手,2,184,67,A型,右,左,埼玉,1999-02-21,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
美間　優槻,Softbank,550,内野手,6,177,90,B型,右,右,徳島,1994-05-26,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
張本　優大,Softbank,510,捕手,5,182,90,A型,右,右,大阪,1990-10-13,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
スアレス,Softbank,5e3,投手,3,188,95,不明,右,右,ベネズエラ,1991-03-01,90,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,1,0,0,2,1,17,4,3,0,2,0,5,1,1,1.25,2.12,P
尾形　崇斗,Softbank,360,投手,1,181,88,O型,右,左,宮城,1999-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
周東　佑京,Softbank,400,内野手,1,180,74,A型,右,左,群馬,1996-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
川原　弘之,Softbank,450,投手,9,187,94,O型,左,左,福岡,1991-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
伊藤　祐介,Softbank,800,投手,6,176,80,B型,左,左,宮城,1990-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
幸山　一大,Softbank,270,外野手,4,190,95,O型,右,右,富山,1996-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
大本　将吾,Softbank,300,外野手,2,186,100,AB型,右,左,愛媛,1998-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
齋藤　誠哉,Softbank,270,投手,4,185,87,A型,左,左,青森,1996-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
砂川　リチャード,Softbank,360,内野手,1,188,106,O型,右,右,沖縄,1999-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
山下　亜文,Softbank,270,投手,4,171,76,B型,左,左,石川,1996-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
野澤　佑斗,Softbank,270,投手,3,180,68,O型,右,左,茨城,1997-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
児玉　龍也,Softbank,400,投手,3,177,75,A型,左,左,山口,1993-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
樋越　優一,Softbank,400,捕手,3,176,87,B型,右,左,北海道,1993-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
長谷川　宙輝,Softbank,300,投手,2,175,75,O型,左,左,東京,1998-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
田城　飛翔,Softbank,300,外野手,2,178,67,B型,右,左,神奈川,1999-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
中村　晨,Softbank,270,投手,3,193,85,A型,右,右,熊本,1997-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
渡辺　健史,Softbank,270,投手,3,178,77,A型,左,左,福岡,1997-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
森山　孔介,Softbank,300,内野手,2,187,89,B型,右,右,神奈川,1998-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
日暮　矢麻人,Softbank,360,外野手,1,180,85,A型,左,左,神奈川,1999-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
渡邉　雄大,Softbank,400,投手,1,186,85,B型,左,左,新潟,1991-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
清水　陸哉,Softbank,300,外野手,2,185,76,AB型,右,右,大阪,1999-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
松本　龍憲,Softbank,300,内野手,2,173,66,B型,右,左,山口,1999-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
島袋　洋奨,Softbank,750,投手,4,174,78,O型,左,左,沖縄,1992-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
コラス,Softbank,1e3,外野手,2,186,95,不明,左,左,キューバ,1998-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
水口　大地,Lions,850,内野手,6,163,70,A型,右,左,長崎,1989-06-28,0,0,10,3,3,0,0,0,0,0,0,1,0,0,0,0,0,-2.77,-2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
栗山　巧,Lions,13e3,外野手,17,177,85,O型,右,左,兵庫,1983-09-03,1,0.238,84,254,210,50,5,37,1,40,2,54,0,2,0.362,0.39,0.753,5.44,5.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
浅村　栄斗,Lions,21e3,内野手,10,182,90,O型,右,右,大阪,1990-11-12,3,0.308,111,510,452,139,25,96,3,53,2,89,0,13,0.38,0.52,0.9,6.94,6.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P
